Energy(MeV),Theta(deg),Phi(deg)
0.0645939,78.2912,117.231
0,81.295,-97.7671
0.869384,143.938,146.354
0,121.567,104.215
0,153.804,81.8179
0.0848933,102.626,-79.4632
10.3581,133,-109.631
0,31.3398,-169.646
0,77.826,-83.7622
0.0183514,89.6975,45.9999
0,144.811,-173.882
0.418018,56.0542,-118.232
0.120003,112.573,4.57038
0,67.7301,-71.5461
0,91.4284,-22.4196
0,76.0335,-116.521
0.0763872,169.197,-80.9377
0,9.06144,20.9154
0,65.6057,-4.59172
0.177722,101.472,50.5883
0,103.772,5.04926
0,60.4187,-167.393
0,141.232,-67.5743
0.0886761,98.8196,-20.4766
0,151.603,127.83
0,147.493,-144.855
0.201422,137.357,42.0132
0,23.2965,40.7168
0,114.115,-14.3462
0.0474816,82.3169,-92.2593
0.579308,92.4511,130.204
0,9.39823,52.5952
0,107.814,-153.597
0,86.6469,-85.8098
0,137.685,63.6061
0.217382,126.041,9.07752
0,129.727,29.3239
0.245542,118.828,-138.588
2.32941,67.3005,105.636
13.3079,66.7073,-172.141
0,94.8548,38.9037
0.478095,133.749,86.7462
0,139.044,50.4827
0.0751442,79.9496,-15.9545
0,44.6864,-64.0218
0.276926,113.014,-3.68427
0,144.513,-100.928
0.222563,113.878,-158.266
0,107.777,-140.883
0.536573,62.085,-1.28326
0,33.4932,134.931
0,70.9579,176.878
1.12157,91.1882,114.876
0,53.511,-87.6539
0,129.44,-27.6308
0.0474303,162.526,57.7711
0,94.8246,-5.6806
0.33847,63.7386,84.9697
0,78.0796,-34.7741
0,118.666,23.9243
0,119.104,98.3991
0,67.578,-16.6127
106.977,80.0706,104.09
0,136.446,178.183
0.191713,112.882,-113.683
0,147.867,-51.9023
0.239002,95.3136,51.3924
0,37.9116,118.861
0.276375,97.5417,-94.2353
0,26.1607,-2.98672
0.300512,48.9459,80.1563
0,98.2724,-85.6876
0.277205,47.2301,63.5556
0.840068,86.9268,-49.1801
0,82.0374,13.1762
0,35.2787,-2.6584
0,131.199,-0.555111
0,132.6,115.039
0.164908,107.227,56.2817
0,103.466,16.8296
0,85.474,43.8369
0.219401,79.5417,18.1177
0,126.011,-74.7807
0,89.6496,14.4861
0,82.1314,-62.4697
0.0505461,82.9698,-105.997
0,139.465,-159.981
0.7029,99.1323,-173.22
7.74694,157.362,-174.19
27.4319,81.3554,-88.052
0,72.4798,69.2941
0,42.3379,21.9822
0.305835,146.388,-154.443
1.11119,164.61,6.08055
0,35.2793,-171.36
0,114.214,1.13778
0.0255771,133.57,-100.678
2.15457,117.396,84.3918
0,117.287,-122.487
0.0320257,132.623,-75.1665
0,117.567,60.3124
0,53.4496,-84.4496
0.0349096,138.962,-73.1459
3.28484,121.384,21.0764
0,97.1519,-67.1614
0.20205,134.732,-162.886
0,129.044,145.885
0,130.651,149.864
0,23.8357,-178.926
0.0730051,60.345,164.521
1.66822,145.78,29.5791
0,43.9805,64.0578
0,145.481,-34.4458
0.0686739,150.502,116.886
0,121.741,-132.329
0,44.2247,67.8928
0,103.942,-133.03
0,41.6833,-133.085
0,139.284,175.481
0,43.0225,-175.262
0,127.416,10.2355
0,133.381,-167.089
0.0487155,86.6881,115.315
0,122.525,135.062
0.942969,39.9428,-36.0803
3.17629,73.2965,63.8875
0,105.784,-159.188
0,131.282,-72.739
0,110.581,41.1957
0,75.7273,109.411
0,111.255,33.3582
0.0588628,101.364,73.268
0,143.753,75.1514
0,111.606,-151.232
0.0373308,144.524,-93.1004
0,27.698,17.564
0,114.346,-125.128
1.73636,80.7365,111.051
0,117.936,178.627
0,48.9696,170.781
0.133319,57.5726,153.623
0,68.4334,-143.851
0,117.987,-27.9154
0.278314,57.9031,-34.1949
0,152.36,86.7976
0,55.9808,172.195
0,77.1986,99.4151
0.384511,150.253,-74.0544
0,42.326,100.791
0,72.2492,-147.155
0,79.3968,-112.106
0.0365932,84.985,-155.388
0,72.7256,167.182
0,88.4859,-9.58374
0.0924353,95.7816,116.486
0,140.858,-154.125
0,172.552,-61.8431
0,118.754,-14.2501
0,62.4577,96.6319
0,97.6323,-45.8688
0.291816,58.323,20.3069
0,62.5948,61.9369
0,57.9365,98.1045
0.393566,71.7857,82.1708
0,103.831,173.176
0,172.42,-27.701
0,35.7363,17.0823
0,95.1366,-163.587
0,38.2873,-30.8086
0,30.6833,-86.2002
0,127.815,75.7331
0,150.184,-75.2594
0.0377473,75.5261,-128.162
0,17.9174,-62.7859
0,136.003,-56.0124
0.0312605,64.455,42.0632
0,107.994,-179.437
0,84.239,100.314
0,15.1914,160.366
0.156458,123.327,92.2743
0,121.539,-59.6781
0,114.014,-37.6282
0.336548,73.184,-78.386
0,159.033,-91.2901
0,8.83433,56.1809
0.196639,73.5455,3.59472
0,28.5749,136.463
0,124.397,7.43772
0,111.414,-104.91
0,119.31,79.1868
0,129.531,-97.3247
0.302621,73.8557,-49.6452
0,27.331,-152.022
0,147.506,-124.692
0.181894,111.461,145.304
1.18522,126.023,-78.7664
0,96.31,-168.085
0.358185,76.7811,133.407
0,72.8188,-63.927
0,68.2763,117.871
0.274908,57.3492,-103.31
0,159.604,-9.35517
0,75.8882,50.0191
0,75.4908,-62.9012
0,125.993,-92.2652
0,81.9711,131.892
0,73.7857,-8.42371
0.0268242,41.2447,-96.3301
0,110.724,-137.494
0.0554001,130.656,12.3009
1.43912,82.6171,14.8267
0,114.352,-82.7657
0,134.57,22.6097
0,133.304,110.789
0,87.6804,54.2139
0,71.4036,82.7039
0,87.5516,-121.883
0.0794315,78.6885,155.172
3.159,153.01,-147.956
0,132.718,-109.237
0,90.9955,15.8292
0,61.6159,-11.286
0,134.226,172.166
0,115.043,72.5787
0.0315897,90.7541,-57.6997
0,70.8406,-130.434
0,111.001,-137.435
0,104.31,7.35914
0.0641766,80.8739,-67.272
93.3728,110.189,107.918
0.399904,77.3073,150.535
0,128.591,-78.4092
0,38.3477,-98.2527
0.0556794,76.6641,92.3038
1.87146,102.845,106.459
0,107.841,160.811
0.217342,106.332,125.222
0,71.0207,73.1088
0,146.06,110.662
0,45.1597,-143.872
0.0832171,37.1982,149.402
0,86.3658,-17.2247
0,28.2698,16.1941
0.145736,100.71,9.77007
0,19.0466,-31.0345
0,60.5617,-89.6536
0,68.0931,-179.255
0,74.6187,116.295
0.137653,140.243,-166.55
0,96.8907,100.171
0.310982,113.021,-57.2301
0,109.403,171.581
0,160.823,-3.92885
0.0918987,115.701,166.095
0,91.2413,109.012
0.363288,154.653,21.3669
2.30046,160.084,-81.4207
0,60.5546,74.5139
0.98637,69.5614,37.2906
2.57699,112.417,-14.0151
0,93.8145,20.0286
0.550304,107.49,108.968
0,33.4987,107.443
0,118.984,-74.9255
0,78.5465,-101.073
3.22329,128.831,31.1918
0,84.9876,-105.414
0.352434,116.454,82.3161
0,40.5435,-14.218
0,82.085,16.2116
3.81637,117.548,-39.155
0,60.781,6.52398
0,54.539,164.976
0,62.754,137.425
0,83.3688,172.472
0,100.191,65.0626
0.458169,44.0553,108.119
5.86219,132.347,-168.349
0,58.0985,43.1559
0,94.5638,-28.1559
0.0856071,131.803,48.1342
11.0094,99.9819,-149.464
11.0729,99.5479,163.015
0,27.702,-106.798
0.439696,74.4622,-158.107
0.472233,138.015,-152.414
21.0364,116.045,11.3763
0,77.0325,-89.5727
0,89.059,71.9971
0.2012,136.199,89.7794
0,152.676,-145.024
0.792072,92.7649,169.825
0,81.032,23.607
0.336473,126.705,-152.268
0,10.4397,-116.47
0.113252,160.594,5.74242
0,16.2601,-26.1511
0,133.161,-163.693
0.0876488,71.1402,-27.7937
0.414757,60.8337,-56.6387
0,56.8534,12.6688
0.223564,130.849,-11.6888
0,119.452,21.8626
0.202518,70.8589,-3.58885
0,118.688,-25.3389
0,22.4416,-72.9711
0.197326,80.3228,14.5693
0,115.958,-131.645
0,34.6146,-151.571
2.66602,66.5262,66.5216
0,33.6007,70.6271
0,137.425,-5.79653
0,119.402,9.68164
0,58.1669,152.202
0.0847376,89.7735,35.59
0,91.9117,127.012
0,88.8614,-44.553
0,98.4272,-177.863
0,27.2714,-164.095
0,88.0315,5.04032
0,60.2595,11.4441
0.0743969,90.8364,53.7626
0,94.7192,166.071
0.113822,94.5922,39.2965
0,51.1178,16.0026
0.818124,86.6198,-20.9087
0.829527,86.6202,64.0214
0,90.8677,-107.47
0,151.318,-169.151
0.308562,45.7448,-139.12
0,81.9335,152.946
0,7.28857,-98.9737
0,54.5138,97.4925
0,115.775,-109.413
0.221411,117.053,62.8499
0.085586,119.199,-123.938
0.205854,107.537,-126.139
0.429095,65.5321,89.8017
0,103.366,150.394
0.08835,118.457,167.697
0,31.642,-13.9731
0,25.5882,86.8336
0,118.009,157.661
0,123.223,-124.006
0,141.046,117.589
0.0980932,137.548,-40.0386
0,68.6085,-110.596
0.410762,90.8255,102.722
0,22.2222,-33.5321
0.209302,116.152,-83.9592
0,64.9642,28.7499
0,70.359,-113.274
0.0898224,99.5754,164.986
0,58.3779,-139.006
0,115.476,37.2911
0,134.437,11.1851
0.0420248,136.754,99.7918
0,63.4441,-80.9265
0,54.2255,99.6878
0.0896324,135.199,68.9799
0,83.9895,-37.478
0,31.3778,88.9676
0,85.5661,131.292
0.0235104,52.2559,-61.9906
0,100.554,118.271
0,59.046,96.3342
0,95.6927,30.6885
0,11.9687,-134.847
0,124.492,-58.9456
0,71.4358,-77.8799
0.0807246,81.4389,-128.416
0,71.4184,-163.063
0,56.0996,36.8345
0,128.857,10.8627
0.357362,104.566,-22.7979
0,121.147,-8.30591
0,21.7893,-119.019
0,55.3401,-69.1069
0,120.388,144.058
0,57.1688,-145.2
0.0890755,105.417,-27.0034
0,63.9834,128.605
0,105.028,34.4871
0.119504,132.201,85.7862
0,60.017,8.24893
0.245583,158.668,95.6545
0,110.866,172.177
0.129312,9.68101,-176.142
0,113.717,-10.4356
0.152833,103.122,-120.059
11.8892,127.032,39.5128
0,63.7114,-8.3846
0.104745,65.1828,-120.346
0,172.681,-61.2687
0,132.555,118.86
0,139.51,-109.845
1.5136,99.1824,-113.322
0,120.457,3.70074
0,116.216,-22.7394
0,159.386,10.2291
0,77.3781,155.233
0.130772,175.579,140.825
0,85.2358,115.694
0,122.252,-117.751
0.399031,88.093,154.955
0,72.4918,155.672
0,36.2623,-130.859
0.124448,122.378,147.634
0,115.682,23.1455
0,72.6947,174.524
0,16.73,78.1005
0,85.9458,83.7026
0,90.4231,54.7403
0.205995,89.9005,119.149
0,135.515,27.5728
2.20133,122.121,137.257
0,109.457,-75.1353
0.208254,85.0205,-54.6033
15.7526,123.214,-30.507
35.4376,69.577,-76.5264
0,112.076,-119.421
0,67.9743,16.0154
0,129.7,76.3976
0.331922,132.76,-31.1793
0,81.468,-144.502
0,109.058,155.263
0.103449,59.0509,118.356
0,43.4316,-155.417
0,67.5094,-156.66
0,144.266,-169.07
0,73.7369,63.398
0.0465299,132.938,162.068
0,63.8762,137.693
0,130.937,-7.10804
0.0899826,155.694,17.6419
4.81907,78.8885,9.70427
0,103.129,73.6418
0.0487601,129.866,19.292
0.273715,91.1525,146.634
0,108.572,23.7345
0.0216565,93.3268,86.6674
0,32.6046,-52.814
0,123.499,103.279
0.0782465,108.6,9.7786
0,111.476,19.4419
0,104.472,82.9043
0,167.89,-37.9489
0.120969,39.145,5.07083
0,88.5349,-151.339
0,152.212,-143.664
0.0393642,123.613,-2.80166
0,26.5243,-122.339
0,12.6279,-154.982
0.264838,54.4805,117.84
0,28.7535,81.1881
0,117.375,-91.6627
0,104.502,-139.999
0,85.5446,-156.532
0,46.2218,-113.908
0,51.5061,87.3143
0,66.1419,-129.623
0,148.011,95.5612
0.264231,50.2353,146.801
0,120.173,-84.056
0.941242,27.7988,-94.6662
0,142.142,38.2497
0,42.1016,-17.7406
0,73.2242,135.426
0,103.763,118.06
0,100.227,83.1086
0.0493526,70.8466,107.665
0,45.458,-139.679
0,74.3228,34.4074
0.0414943,132.638,24.7181
0,119.631,-97.1917
0,86.6066,-144.481
0.0788139,77.6175,77.8638
0,103.196,79.3809
0,172.922,-105.489
0.0883396,96.6547,106.56
0,131.159,82.8452
0,117.113,52.4171
0.303359,142.508,-82.9494
0,30.8235,99.5443
0.320903,60.2702,141.183
3.32198,89.6079,131.924
0,47.462,-62.3356
0.176387,46.9505,-70.3376
0,112.793,-132.896
0,31.5695,93.1194
0.0347409,123.722,136.468
0,41.0719,-112.128
0,88.6671,-149.309
0,20.981,1.98773
0,150.148,94.5649
0.264016,118.783,42.4071
0,162.773,15.3596
0,80.6997,166.715
0.102313,152.167,146.985
0,54.7394,151.907
0,67.2363,-60.9551
0,98.8438,-128.214
0,33.6478,44.4154
0,77.9655,75.6059
0,125.811,96.6529
0,128.806,97.8136
0,121.182,155.17
0,20.0075,-103.498
0,117.085,7.94151
0.0032963,69.7688,-122.917
0,123.84,-137.991
0,125.974,-167.668
0,131.524,111.1
0.101817,107.099,81.0642
0,53.1854,-134.944
0.112069,105.926,119.361
0,75.1654,-85.157
0,108.066,-137.293
0.0228606,113.725,177.9
0,44.5112,-59.6338
0.412189,113.541,169.467
2.00123,63.7951,-172.6
0,76.4647,-24.8611
0.639014,111.253,-150.873
0,35.8818,126.688
0,133.939,-60.6094
0,58.6067,63.5949
0,146.673,106.771
0,105.706,-35.2373
0.191772,105.2,127.075
0,56.2548,-106.814
0,32.109,78.5357
0,125.583,-157.438
0,124.046,64.8138
0,39.9046,54.4478
0,93.5842,78.5302
0,35.3337,47.1266
0,115.06,-139.859
0.0882893,66.0991,-136.027
0,11.3659,120.015
15.8765,83.22,-141.29
0,26.6645,83.7227
0.258114,54.5847,46.4736
0.57008,94.19,73.6677
0,91.598,-163.261
0,99.8848,-29.3465
0,123.273,-173.781
0,79.9089,-27.861
0,43.7804,117
0.112001,148.607,83.3817
0,149.277,-39.15
0,80.6702,-141.142
0,140.968,-149.414
0,8.01469,-148.295
0.196547,130.408,82.805
0,100.235,86.2807
0.730895,29.3548,113.208
2.62832,32.0858,55.6041
0,32.5719,51.5133
0,30.491,-86.9632
12.4509,90.8991,53.4148
97.1633,61.4905,18.762
1.20569,141.195,162.242
0,75.8876,73.5346
0.569048,134.63,172.053
2.10148,124.682,-143.747
3.15691,72.2566,-57.6074
0,54.2183,153.74
0.184007,137.374,37.9991
4.02702,133.937,-16.1503
0,119.74,-13.1078
0,82.545,-136.063
0.0924378,115.362,40.1166
0,123.16,-161.059
0.291908,104.729,-65.1184
0,142.043,71.9593
0.0709908,137.134,-64.1732
0,75.7751,-163.928
1.20804,111.139,-45.8291
0,35.4108,152.759
0,60.9809,49.2984
0.0464876,78.4906,125.672
0,87.9095,-63.7486
0.0666108,63.5616,-151.293
0,115.278,3.78893
0,87.6546,-31.0982
0,72.8147,-42.3092
0.619651,73.0353,178.719
0,68.2944,60.292
0,47.896,90.7409
0,72.5969,-129.319
0,122.591,-129.796
0.105276,153.541,103.859
0,46.5014,99.4268
0.320544,96.4389,90.2977
0,66.0052,-154.07
0,165.362,-55.752
0.0872134,93.8602,157.989
10.2077,106.222,120.685
0,131.629,139.808
0,129.659,-55.7291
0.0348883,160.421,-22.1245
0.782454,127.103,-66.0795
20.194,95.76,-29.1972
65.7983,100.945,-17.17
99.4031,61.8102,-116.766
0,28.0851,-132.749
0,144.208,81.7606
0.0934624,117.142,-92.6245
0.745279,108.004,125.026
0,146.455,79.5769
0,119.315,-48.267
0,138.368,-84.8805
0,107.826,35.3239
0.120062,89.1662,-133.371
0,84.7362,-32.8171
0.344193,145.935,-166.945
3.38497,29.8566,-150.104
6.08009,86.3313,142.436
6.68847,99.1869,-168.029
7.50127,112.864,-63.2679
10.1168,80.2234,-154.521
0,21.5533,-1.59164
0,41.7927,-64.8946
0,123.076,148.029
0.179174,147.57,-130.936
0,78.5796,53.7536
0,174.171,57.3129
0.0861966,108.238,139.627
0,149.491,-88.1423
2.88904,91.7847,-124.265
0,75.4047,140.073
0.0623249,141.445,-46.2687
0.734993,118.098,4.01261
57.8353,61.9656,169.374
67.0167,52.8769,83.644
0.0954038,140.418,-105.249
0,106.058,165.246
0.230793,106.337,164.552
0,35.5036,-42.4768
0.123136,75.1394,-50.6192
0,113.555,-41.5934
0,44.1241,20.2179
0.0834591,124.239,177.157
0,99.7225,-110.645
0,121.332,70.6888
0,157.65,80.7841
0.017202,87.5654,72.8079
0,128.954,69.1458
0.464117,84.6105,35.1072
0,132.067,167.828
0,75.3615,-121.448
0,107.937,117.72
0,98.3108,56.2759
0,136.711,60.4462
0,83.4837,-152.58
0,93.4795,105.219
4.90761,119.87,26.2237
5.38888,102.544,51.1108
0,120.194,-44.0019
0,115.594,67.1684
0,122.478,-106.425
0.0269977,101.753,3.3284
5.97998,56.3588,8.41102
18.6088,19.753,-88.8287
0,29.4138,-110.571
0,112.789,-156.241
0.138292,28.4287,-109.227
0,79.0559,-171.833
0,38.4827,96.1996
0,136.865,-157.727
0.0657703,87.2728,30.9245
0,92.6184,102.545
0,80.8513,-99.2126
0,127.541,-94.725
0,29.2074,68.6337
0,83.3104,132.846
0.0332342,134.35,51.7127
0,54.7977,-32.1204
0,137.858,77.496
0,37.3395,40.4058
0.0286192,89.8982,84.0182
0,27.1995,-62.5256
31.7461,68.93,-151.29
0.0870427,130.025,28.7698
0.275502,70.4887,37.5514
0,80.1588,-131.565
0.0431456,124.043,-162.836
0.59286,62.6941,-60.0102
0,51.1154,166.357
0,62.3301,94.0057
0.105905,166.555,53.9643
0,117.371,-149.087
0,110.105,-139.457
0.0772121,80.0969,13.824
0,118.723,-54.5564
0,106.11,33.8746
0,81.1308,-119.151
0,137.942,-89.7258
0,95.7146,-5.90078
0.0108385,109.555,-38.9902
2.12362,132.277,172.646
0,105.625,18.5608
0.0406463,112.522,-153.58
0,84.1355,32.0622
0,46.7264,-140.594
0.0212921,160.379,-31.4947
0,100.897,-163.803
0,25.7329,44.685
0,162.84,-130.788
0.128677,100.238,-176.51
0,81.4033,-150.827
0,39.561,56.4649
0.115533,49.0108,75.7963
0,66.7105,-9.69025
0,18.3996,-141.214
0,72.7056,18.4482
4.71173,132.582,-47.6466
0,113.53,177.125
0,97.1035,95.6463
0.0936179,54.1866,-47.522
0,140.677,-81.5502
0,63.2506,39.8264
0.0128677,119.824,-7.42961
0,112.93,-142.205
0.0376175,78.2051,162.03
0,103.517,129.997
0,146.318,71.1788
0,106.278,49.5195
0,82.0443,100.508
0,22.421,151.694
0,151.487,145.448
0,65.6804,144.181
20.2029,55.7882,23.4583
25.4315,110.973,-87.7426
0,99.1299,-157.956
0,38.2041,29.9427
0,13.5078,70.238
0.0890134,128.397,101.958
0,32.1798,-31.9797
0.764525,160.581,95.0474
1.08872,154.511,-155.471
1.37924,110.81,-137.412
0,77.7381,-142.924
0,91.0548,-156.422
0.0674702,78.5033,-154.795
0,51.2103,146.669
0,121.331,-106.929
0.248561,21.0547,-73.4807
0,25.4641,-15.691
0,89.6022,-30.4718
0.0667718,103.542,6.97681
0,64.0078,-51.3828
0.256052,89.1818,-115.38
0,134.457,175.681
0,145.468,-46.4369
0.0309314,152.776,169.901
0,106.983,101.439
0,59.7136,11.6505
0,142.477,14.7865
0.0216458,55.3593,-37.8914
0,138.54,89.4127
0,59.1218,-38.298
0,94.5468,-174.446
0.068266,131.493,-164.118
0,69.7296,-47.8182
0,105.883,114.989
0.132698,130.443,-159.613
0,110.897,80.9005
0,81.1332,1.994
0,56.1631,-25.7884
0,158.952,-57.9996
0.38845,123.066,128.598
0,106.218,17.7425
0.169704,115.094,96.6639
1.55817,139.857,-150.221
0,67.994,124.01
0,48.1784,-64.2606
0.243025,43.6087,65.8193
2.13164,84.38,-87.8003
2.19633,127.435,30.8185
3.04644,124.319,-148.386
0,101.32,137.081
0.511749,165.056,-108.185
0,68.3704,-59.0122
0,131.371,112.206
0,64.3477,124.234
0.12853,74.8021,-59.9962
3.76205,112.182,-111.156
0,106.292,25.1911
0.58208,76.301,-109.497
0,78.0752,12.7948
0.326323,140.424,179.755
0,84.2769,60.9527
0.247998,152.304,52.2475
6.49129,113.86,-153.155
0,95.7022,17.8843
0,37.5878,-30.4644
0,46.0748,-162.214
0.0316276,69.2673,-150.204
0,39.8306,173.589
0,46.5027,-75.0729
0,22.0325,55.0112
0,108.363,15.0951
0,39.7395,-166.497
0.581552,73.1543,99.3027
1.21881,120.984,102.079
0,117.21,-130.623
0.375268,105.871,-144.322
0,85.1525,119.546
0.257349,70.2166,161.364
10.9319,71.3683,148.912
15.4508,128.695,-156.595
44.2894,166.836,-32.2755
0,147.068,98.2086
0.471863,126.181,-77.5255
0,83.1663,-178.761
0.194987,156.042,-92.0012
0,142.597,14.0691
0,68.6,59.9539
0,81.108,102.781
0.426163,124.337,-98.4537
0,60.8262,136.693
0.325106,125.97,94.9425
3.42777,134.546,-5.97468
148.801,67.7944,-139.425
0,68.2319,-67.5523
0,117.183,0.0570081
0.0821241,68.8885,-108.213
0.621921,116.862,-35.9662
0,134.207,-93.8748
0.114648,7.72239,152.933
0,69.3204,-98.4393
0,55.5842,51.3021
0.246954,122.407,-17.9024
0,87.0823,161.685
0.304938,91.0636,-26.6491
0,75.6391,-166.256
0.332442,65.3741,58.5331
3.45925,149.15,-89.2967
0,60.3291,-133.72
0.385612,147.879,149.569
0,132.08,99.592
0.610193,117.478,-113.768
3.99245,152.153,-128.137
0,74.1167,122.711
0,73.8514,5.985
0,123.459,2.5055
0,57.0179,-163.122
5.29837,167.101,23.8899
0,87.0635,-42.6917
0,73.1925,-17.3874
0.581419,48.5611,26.3538
0,51.3824,-146.367
0,96.5569,37.519
0,83.5218,-148.417
0.02089,46.5716,41.4387
0,108.893,-44.6213
2.10954,102.058,-119.819
0,24.9216,-76.3438
0.392069,44.0451,-94.4558
0,122.998,-75.475
0.223917,78.9972,22.7331
0,47.9925,168.931
0.329362,104.273,-153.7
0,68.0417,-162.423
0,93.884,108.083
0,125.86,-177.427
0.0436879,76.5833,-147.997
0,62.661,73.1822
0.774909,119.007,-136.174
0,108.474,74.5475
0,113.033,163.974
0.174073,105.357,-123.025
3.85804,79.7964,-82.4429
0,102.013,42.0114
0.667512,79.2319,-48.1971
0,105.837,-95.5248
0.248094,113.642,-134.927
0,54.9984,-150.061
0.289772,124.496,-120.779
0,60.2128,114.073
0,23.9126,-149.261
0.0709394,62.4199,-61.5136
0,65.6198,17.3487
0.107171,89.6178,-100.874
0,63.4707,8.55649
0,64.7948,45.5341
0.06955,85.076,-128.97
1.07229,52.7431,-104.927
0,19.3564,30.7274
0.127687,97.2893,-50.7196
0,116.299,-51.1592
0,4.63198,-71.012
0.00686999,99.3935,128.945
2.22877,35.2663,-97.188
0,114.241,-2.90284
0,39.8394,144.502
0,107.966,-65.79
0.17908,54.9778,-163.725
0,179.313,-67.0348
0,152.99,20.2724
0,133.619,95.3181
0,85.0526,104.877
0.173897,124.911,-58.3424
0,77.594,-137.19
0,82.7841,56.2992
0.111589,39.3402,-174.598
0,96.3327,-37.7372
24.2216,127.104,-158.283
0,46.5182,47.6464
0,112.876,24.2027
0,143.234,38.4931
0,111.278,167.576
0.116723,98.0421,-45.1773
0,136.933,95.8828
0,63.6411,6.61806
0,80.688,69.9351
0,120.61,36.9038
0.343867,136.1,72.4713
1.55876,104.808,-19.6061
0,170.594,-14.1119
0,74.1942,-71.6921
0,161.059,129.93
0,99.7731,-43.7843
0.38693,87.3907,-96.9239
0,143.224,-167.006
0,141.148,-152.426
0.089327,108.281,-28.4478
2.65784,68.2901,60.4293
0,129.28,177.881
0,119.331,100.17
0,105.017,78.7511
0,87.198,-95.119
0,73.5835,173.454
0.609889,104.257,175.648
6.8075,122.636,30.5557
0,45.9967,-130.951
0,41.0691,-50.9578
0,97.8778,95.1924
3.48182,95.8171,81.2813
34.5899,133.016,145.816
0,92.9944,141.681
0,139.191,128.83
0.0893678,69.1403,-59.7593
0,87.647,22.5656
0.112929,61.9043,26.6605
0,49.6328,-162.46
0,76.2953,-16.5579
0.479048,82.4877,129.831
0,60.7723,-132.078
0,96.3453,12.5642
0,135.389,25.3748
0,69.9967,-114.373
0,18.1547,164.849
0,88.2175,-150.661
0,9.53074,-173.201
0,43.2442,-178.342
0,79.0164,115.067
0.0402939,91.018,159.907
0,30.6006,13.7318
0.156875,74.5093,126.764
0,90.3245,-111.297
0,14.4796,-157.132
0.134785,120.512,-35.4632
0,22.4951,-49.3428
0,115.332,-89.4517
0,123.449,-68.2947
0,100.935,49.6418
0,68.9603,85.7975
0,149.237,21.5346
0.378488,142.005,50.6631
0,66.2065,148.738
0,136.077,103.197
0,51.8603,1.28527
0,15.9183,-171.794
0.133184,28.1296,-139.681
0,88.7704,-12.7381
0,66.8226,-147.102
0.285855,120.235,-3.94939
0,62.1455,-169.873
0.0834059,145.4,-53.2251
38.6136,126.493,21.8098
0,39.3911,131.636
0.0981704,37.6203,106.342
0,66.1133,-98.0558
0,15.7329,-128.951
0,136.632,77.6353
0.459314,99.2858,102.682
0,44.0204,-113.622
0.068309,102.236,152.18
1.62757,135.767,-165.993
0,110.478,-158.674
0.408232,111.747,-106.738
0,141.362,-28.2592
0,100.454,-153.514
0.0328944,81.009,144.798
3.20148,99.9605,-162.589
0,57.6126,-115.064
0.496914,71.7779,-149.04
5.50571,50.0561,-165.002
0,104.148,57.2563
0.43782,75.9786,63.6707
0,83.7503,103.992
0.0995546,81.5782,18.2973
12.6655,40.0641,63.0374
14.7548,155.798,178.108
47.3507,72.3715,-177.19
0,157.215,109.295
0.0686029,77.7958,113.972
0.364897,123.145,94.7579
0,103.94,-139.836
0.0506435,34.1126,151.019
0,88.668,89.4052
0.238466,100.826,-4.46326
0,34.9449,-82.6459
0,140.406,147.424
0.119598,68.792,-116.386
0,11.2964,35.0757
0,74.6691,50.7186
0.0329121,70.9569,107.564
0,114.603,-5.93396
0.10354,162.256,18.0708
0,128.137,-172.879
0,124.417,172.125
0,85.7185,-125.954
0.0642928,87.2483,-102.704
0,85.3006,63.9151
0,66.7035,-176.114
0,134.643,41.268
2.32322,78.9269,18.6235
0,46.4853,74.6575
0,42.7787,-98.3508
0.0605753,69.589,-91.9101
4.61771,80.1948,-121.741
0,116.714,-118.946
0.158172,88.8646,155.253
0,91.1896,116.115
0,41.7851,174.543
0.228591,83.3762,-63.4487
6.42327,69.5848,-2.34946
0,64.3739,-63.2331
0,31.0967,168.193
0.653066,76.9013,4.01618
0,91.7487,142.526
0,136.167,64.2952
0.0597517,142.874,3.08116
0,67.6476,4.84633
5.41849,83.9611,-29.275
0,163.921,177.298
0,53.3591,120.651
0.29894,46.5795,32.0816
0,150.267,49.6648
0,84.7404,67.1057
0.186628,106.857,-137.391
0,119.13,-23.305
0,83.2151,-2.46992
